Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
2140,1,0.75,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.54
2141,1,0.30,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.79
2142,1,0.09,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.54
2143,1,1.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.47
2144,1,1.84,0.00,0.09,0.00,0.91,0.00,0.67,0.00,11.14
2145,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2146,1,1.15,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.92
2147,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2148,1,0.60,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.60
2149,1,0.44,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.65
2150,1,0.67,0.00,0.04,0.00,0.96,0.00,0.67,0.00,4.06
2151,1,1.95,0.00,0.11,0.00,0.89,0.00,0.67,0.00,11.78
2152,1,1.65,0.00,0.14,0.00,0.86,0.00,0.67,0.00,9.99
2153,1,5.81,0.07,0.01,0.01,0.99,0.00,0.67,0.00,35.42
2154,1,16.17,0.02,0.09,0.02,0.91,0.00,0.67,0.00,98.01
2155,1,0.40,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.43
2156,1,0.64,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.86
2157,1,0.74,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.44
2158,1,0.24,0.10,0.52,0.00,0.48,0.00,0.67,0.00,2.60
2159,1,0.68,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.10
2160,1,0.92,0.00,0.20,0.00,0.80,0.00,0.67,0.00,5.57
2161,1,3.71,3.71,0.02,0.00,0.98,0.00,0.67,0.00,24.19
2162,1,1.33,0.00,0.02,0.00,0.98,0.00,0.67,0.00,8.05
2163,1,1.32,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.95
2164,1,1.24,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.51
2165,1,0.46,0.00,0.03,0.00,0.97,0.00,0.67,0.00,2.80
2166,1,1.30,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.83
2167,1,1.47,0.00,0.09,0.00,0.91,0.00,0.67,0.00,8.90
2168,1,0.15,0.04,0.12,0.01,0.88,0.00,0.67,0.00,1.21
2169,1,0.90,0.00,0.09,0.00,0.91,0.00,0.67,0.00,5.41
2170,1,0.62,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.74
2171,1,0.64,0.64,0.04,0.00,0.96,0.00,0.67,0.00,4.38
2172,1,2.62,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.83
2173,1,1.18,0.00,0.18,0.00,0.82,0.00,0.67,0.00,7.12
2174,1,1.69,0.01,0.00,0.01,1.00,0.00,0.67,0.00,10.53
2175,1,0.61,0.03,0.00,0.03,1.00,0.00,0.67,0.00,4.35
2176,1,1.48,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.94
2177,1,1.16,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.99
2178,1,1.57,0.05,0.04,0.05,0.96,0.00,0.67,0.00,10.59
2179,1,4.87,0.00,0.09,0.00,0.91,0.00,0.67,0.00,29.41
2180,1,0.88,0.00,0.05,0.00,0.95,0.00,0.67,0.00,5.34
2181,1,2.12,0.00,0.11,0.00,0.89,0.00,0.67,0.00,12.79
2182,1,8.97,0.00,0.02,0.00,0.98,0.00,0.67,0.00,54.17
2183,1,9.00,0.00,0.02,0.00,0.98,0.00,0.67,0.00,54.32
2184,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2185,1,6.08,0.00,0.05,0.00,0.95,0.00,0.67,0.00,36.72
2186,1,9.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,55.86
2187,1,1.88,0.00,0.04,0.00,0.96,0.00,0.67,0.00,11.35
2188,1,0.57,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.46
2189,1,0.33,0.17,0.35,0.00,0.65,0.00,0.67,0.00,3.29
2190,1,0.87,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.26
2191,1,0.61,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.70
2192,1,0.75,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.56
2193,1,1.32,0.00,0.01,0.00,0.99,0.00,0.67,0.00,7.94
2194,1,0.65,0.01,0.03,0.01,0.97,0.00,0.67,0.00,4.22
2195,1,1.96,0.00,0.01,0.00,0.99,0.00,0.67,0.00,11.81
2196,1,0.90,0.03,0.00,0.03,1.00,0.00,0.67,0.00,6.10
2197,1,0.15,0.00,0.13,0.00,0.87,0.00,0.67,0.00,0.93
2198,1,3.61,0.00,0.02,0.00,0.98,0.00,0.67,0.00,21.80
2199,1,1.22,0.00,0.18,0.00,0.82,0.00,0.67,0.00,7.36
2200,1,2.38,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.36
2201,1,0.64,0.64,0.16,0.00,0.84,0.00,0.67,0.00,6.08
2202,1,0.59,0.00,0.01,0.00,0.99,0.00,0.67,0.00,3.53
2203,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2204,1,0.38,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.28
2205,1,9.07,0.02,0.02,0.02,0.98,0.00,0.67,0.00,55.13
2206,1,0.34,0.00,0.01,0.00,0.99,0.00,0.67,0.00,2.05
2207,1,1.06,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.43
2208,1,0.59,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.56
2209,1,1.33,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.05
2210,1,1.35,0.00,0.04,0.00,0.96,0.00,0.67,0.00,8.18
2211,1,0.88,0.00,0.10,0.00,0.90,0.00,0.67,0.00,5.34
2212,1,1.63,0.00,0.05,0.00,0.95,0.00,0.67,0.00,9.83
2213,1,1689.83,0.00,0.02,0.00,0.98,0.00,0.67,0.00,10204.70
2214,1,2.34,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.12
2215,1,1.18,0.03,0.03,0.03,0.97,0.00,0.67,0.00,7.90
2216,1,0.74,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.48
2217,1,1.26,0.00,0.24,0.00,0.76,0.00,0.67,0.00,7.63
2218,1,0.63,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.80
2219,1,1.41,0.00,0.09,0.00,0.91,0.00,0.67,0.00,8.53
2220,1,1.35,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.16
2221,1,0.82,0.00,0.15,0.00,0.85,0.00,0.67,0.00,4.97
2222,1,0.79,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.79
2223,1,0.67,0.00,0.07,0.00,0.93,0.00,0.67,0.00,4.06
2224,1,6.32,0.00,0.02,0.00,0.98,0.00,0.67,0.00,38.19
2225,1,0.76,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.61
2226,1,0.88,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.30
2227,1,0.68,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.09
2228,1,0.63,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.81
2229,1,0.14,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.86
2230,1,1.41,0.00,0.07,0.00,0.93,0.00,0.67,0.00,8.54
2231,1,5.19,0.00,0.02,0.00,0.98,0.00,0.67,0.00,31.37
2232,1,0.44,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.65
2233,1,0.49,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.94
2234,1,1.88,0.00,0.05,0.00,0.95,0.00,0.67,0.00,11.37
2235,1,1.23,0.10,0.02,0.02,0.98,0.00,0.67,0.00,7.81
2236,1,3.34,0.00,0.11,0.00,0.89,0.00,0.67,0.00,20.19
2237,1,2.04,0.00,0.09,0.00,0.91,0.00,0.67,0.00,12.32
2238,1,0.71,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.28
2239,1,1.22,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.38
2240,1,1.03,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.19
2241,1,2.39,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.42
2242,1,1.30,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.87
2243,1,4.14,1.24,0.03,0.00,0.97,0.00,0.67,0.00,25.93
2244,1,11.78,0.00,0.05,0.00,0.95,0.00,0.67,0.00,71.15
2245,1,9.06,0.00,0.01,0.00,0.99,0.00,0.67,0.00,54.73
2246,1,0.54,0.10,0.33,0.05,0.67,0.00,0.67,0.00,4.64
2247,1,1.46,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.82
2248,1,1.46,0.02,0.02,0.02,0.98,0.00,0.67,0.00,9.15
2249,1,1.56,1.56,0.05,0.01,0.95,0.00,0.67,0.00,11.38
2250,1,0.84,0.03,0.10,0.03,0.90,0.00,0.67,0.00,5.80
2251,1,0.14,0.00,0.04,0.00,0.96,0.00,0.67,0.00,0.85
2252,1,0.37,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.21
2253,1,1.03,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.24
2254,1,1.79,0.04,0.01,0.05,0.99,0.00,0.67,0.00,11.80
2255,1,9.77,0.00,0.02,0.00,0.98,0.00,0.67,0.00,59.00
2256,1,0.52,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.15
2257,1,0.80,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.81
2258,1,0.31,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.88
2259,1,0.46,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.80
2260,1,3.38,0.00,0.10,0.00,0.90,0.00,0.67,0.00,20.40
2261,1,0.53,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.23
2262,1,1.05,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.31
2263,1,0.69,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.20
2264,1,0.92,0.00,0.20,0.00,0.80,0.00,0.67,0.00,5.56
2265,1,0.34,0.02,0.04,0.02,0.96,0.00,0.67,0.00,2.44
2266,1,2.78,0.00,0.05,0.00,0.95,0.00,0.67,0.00,16.80
2267,1,6.86,0.00,0.02,0.00,0.98,0.00,0.67,0.00,41.41
2268,1,5.20,0.60,0.05,0.00,0.95,0.00,0.67,0.00,32.07
2269,1,0.60,0.02,0.01,0.02,0.99,0.00,0.67,0.00,3.97
2270,1,9.19,0.00,0.02,0.00,0.98,0.00,0.67,0.00,55.50
2271,1,1.61,0.03,0.00,0.03,1.00,0.00,0.67,0.00,10.37
2272,1,1.00,0.00,0.09,0.00,0.91,0.00,0.67,0.00,6.01
2273,1,1.13,0.00,0.00,0.00,1.00,0.00,0.67,0.00,6.81
2274,1,0.77,0.00,0.14,0.00,0.86,0.00,0.67,0.00,4.68
2275,1,1.23,0.00,0.17,0.00,0.83,0.00,0.67,0.00,7.42
2276,1,0.99,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.00
2277,1,16.32,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.54
2278,1,0.87,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.26
2279,1,2.62,0.00,0.02,0.00,0.98,0.00,0.67,0.00,15.83
2280,1,1.01,0.00,0.12,0.00,0.88,0.00,0.67,0.00,6.07
2281,1,2.79,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.83
2282,1,2.23,0.00,0.11,0.00,0.89,0.00,0.67,0.00,13.48
2283,1,2.30,0.00,0.05,0.00,0.95,0.00,0.67,0.00,13.88
2284,1,2.11,0.00,0.02,0.00,0.98,0.00,0.67,0.00,12.76
2285,1,2.10,0.00,0.01,0.00,0.99,0.00,0.67,0.00,12.69
2286,1,1.29,0.00,0.14,0.00,0.86,0.00,0.67,0.00,7.81
2287,1,1.18,0.08,0.00,0.08,1.00,0.00,0.67,0.00,8.92
2288,1,0.74,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.45
2289,1,0.78,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.74
2290,1,1.33,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.02
2291,1,2.51,0.00,0.01,0.00,0.99,0.00,0.67,0.00,15.18
2292,1,1.02,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.15
2293,1,2.25,0.00,0.05,0.00,0.95,0.00,0.67,0.00,13.61
2294,1,1.19,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.20
2295,1,5.81,0.00,0.02,0.00,0.98,0.00,0.67,0.00,35.08
2296,1,3.17,0.00,0.05,0.00,0.95,0.00,0.67,0.00,19.13
2297,1,1.80,0.02,0.01,0.01,0.99,0.00,0.67,0.00,11.19
2298,1,0.40,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.41
2299,1,1.12,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.75
2300,1,1.84,0.00,0.10,0.00,0.90,0.00,0.67,0.00,11.14
2301,1,3.68,0.10,0.08,0.10,0.92,0.00,0.67,0.00,24.35
2302,1,8.88,0.00,0.02,0.00,0.98,0.00,0.67,0.00,53.65
2303,1,0.15,0.00,0.04,0.00,0.96,0.00,0.67,0.00,0.88
2304,1,0.39,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.38
2305,1,0.14,0.00,0.04,0.00,0.96,0.00,0.67,0.00,0.87
2306,1,0.42,0.01,0.00,0.01,1.00,0.00,0.67,0.00,2.82
2307,1,0.70,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.25
2308,1,1.86,0.02,0.00,0.02,1.00,0.00,0.67,0.00,11.66
2309,1,3.38,0.69,0.12,0.00,0.88,0.00,0.67,0.00,22.23
2310,1,0.81,0.00,0.09,0.00,0.91,0.00,0.67,0.00,4.90
2311,1,0.58,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.48
2312,1,0.64,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.87
2313,1,0.86,0.86,0.04,0.00,0.96,0.00,0.67,0.00,5.97
2314,1,0.73,0.04,0.03,0.04,0.97,0.00,0.67,0.00,5.29
2315,1,0.90,0.00,0.20,0.00,0.80,0.00,0.67,0.00,5.43
2316,1,0.73,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.40
2317,1,0.75,0.13,0.00,0.13,1.00,0.00,0.67,0.00,7.33
2318,1,0.14,0.00,0.05,0.00,0.95,0.00,0.67,0.00,0.87
2319,1,1.29,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.78
2320,1,1.66,0.02,0.00,0.02,1.00,0.00,0.67,0.00,10.40
2321,1,2.51,0.04,0.06,0.04,0.94,0.00,0.67,0.00,15.90
2322,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2323,1,1.87,0.00,0.11,0.00,0.89,0.00,0.67,0.00,11.32
2324,1,0.79,0.01,0.09,0.01,0.91,0.00,0.67,0.00,5.04
2325,1,3.26,0.14,0.03,0.03,0.97,0.00,0.67,0.00,20.31
2326,1,4.23,0.00,0.08,0.00,0.92,0.00,0.67,0.00,25.54
2327,1,7.23,0.00,0.05,0.00,0.95,0.00,0.67,0.00,43.65
2328,1,1.32,0.00,0.19,0.00,0.81,0.00,0.67,0.00,7.98
2329,1,3.19,0.00,0.05,0.00,0.95,0.00,0.67,0.00,19.25
2330,1,0.81,0.00,0.15,0.00,0.85,0.00,0.67,0.00,4.90
2331,1,4.66,0.02,0.00,0.02,1.00,0.00,0.67,0.00,28.62
2332,1,1.01,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.12
2333,1,3.74,0.02,0.00,0.02,1.00,0.00,0.67,0.00,22.95
2334,1,0.71,0.00,0.05,0.00,0.95,0.00,0.67,0.00,4.30
2335,1,2.33,0.00,0.04,0.00,0.96,0.00,0.67,0.00,14.05
2336,1,0.95,0.00,0.07,0.00,0.93,0.00,0.67,0.00,5.74
2337,1,0.90,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.41
2338,1,1.05,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.31
2339,1,2.18,0.00,0.17,0.00,0.83,0.00,0.67,0.00,13.16
2340,1,1.82,0.00,0.05,0.00,0.95,0.00,0.67,0.00,11.02
2341,1,1.04,0.00,0.14,0.00,0.86,0.00,0.67,0.00,6.29
2342,1,21.49,0.00,0.02,0.00,0.98,0.00,0.67,0.00,129.80
2343,1,1.42,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.55
2344,1,0.99,0.00,0.05,0.00,0.95,0.00,0.67,0.00,5.97
2345,1,0.23,0.00,0.13,0.00,0.87,0.00,0.67,0.00,1.40
2346,1,1.33,0.26,0.06,0.00,0.94,0.00,0.67,0.00,8.37
2347,1,5.74,0.00,0.03,0.00,0.97,0.00,0.67,0.00,34.67
2348,1,2.34,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.14
2349,1,1.01,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.08
2350,1,2.19,0.00,0.10,0.00,0.90,0.00,0.67,0.00,13.24
2351,1,2.29,0.00,0.10,0.00,0.90,0.00,0.67,0.00,13.81
2352,1,9.23,0.00,0.02,0.00,0.98,0.00,0.67,0.00,55.74
2353,1,1.07,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.46
2354,1,3.77,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.77
2355,1,0.57,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.42
2356,1,0.99,0.00,0.09,0.00,0.91,0.00,0.67,0.00,5.96
2357,1,0.86,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.17
2358,1,0.60,0.00,0.22,0.00,0.78,0.00,0.67,0.00,3.61
2359,1,0.61,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.69
2360,1,1.06,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.38
2361,1,9.49,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.30
2362,1,1.23,0.00,0.17,0.00,0.83,0.00,0.67,0.00,7.43
2363,1,0.81,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.90
2364,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2365,1,1.30,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.84
2366,1,4.11,0.00,0.02,0.00,0.98,0.00,0.67,0.00,24.85
2367,1,5.14,0.00,0.01,0.00,0.99,0.00,0.67,0.00,31.06
2368,1,0.56,0.00,0.45,0.00,0.55,0.00,0.67,0.00,3.37
2369,1,1.56,0.00,0.05,0.00,0.95,0.00,0.67,0.00,9.43
2370,1,0.64,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.88
2371,1,0.64,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.87
2372,1,0.83,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.04
2373,1,0.54,0.00,0.04,0.00,0.96,0.00,0.67,0.00,3.23
2374,1,0.41,0.00,0.15,0.00,0.85,0.00,0.67,0.00,2.48
2375,1,3.38,0.00,0.09,0.00,0.91,0.00,0.67,0.00,20.42
2376,1,16.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.24
2377,1,0.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.52
2378,1,0.97,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.84
2379,1,0.62,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.74
2380,1,1.22,0.00,0.19,0.00,0.81,0.00,0.67,0.00,7.34
2381,1,1.02,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.16
2382,1,0.87,0.03,0.00,0.03,1.00,0.00,0.67,0.00,5.87
2383,1,0.62,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.76
2384,1,0.31,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.90
2385,1,0.00,0.00,0.00,0.04,1.00,0.42,0.45,2.00,0.96
2386,1,16.26,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.21
2387,1,0.58,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.51
2388,1,11.14,1.79,0.02,0.00,0.98,0.00,0.67,0.00,68.12
2389,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2390,1,4.46,0.00,0.05,0.00,0.95,0.00,0.67,0.00,26.95
2391,1,0.78,0.78,0.04,0.00,0.96,0.00,0.67,0.00,5.34
2392,1,1.36,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.19
2393,1,0.45,0.03,0.02,0.03,0.98,0.00,0.67,0.00,3.28
2394,1,1.36,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.24
2395,1,11.78,0.14,0.06,0.14,0.94,0.00,0.67,0.00,74.25
2396,1,0.61,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.69
2397,1,0.14,0.14,0.11,0.00,0.89,0.00,0.67,0.00,1.21
2398,1,1.25,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.57
2399,1,1.95,0.33,0.26,0.00,0.74,0.00,0.67,0.00,13.58
2400,1,1.74,0.00,0.16,0.00,0.84,0.00,0.67,0.00,10.49
2401,1,1.35,0.00,0.02,0.00,0.98,0.00,0.67,0.00,8.17
2402,1,1.49,0.08,0.00,0.08,1.00,0.00,0.67,0.00,10.75
2403,1,1.75,0.00,0.09,0.00,0.91,0.00,0.67,0.00,10.57
2404,1,3.64,0.00,0.05,0.00,0.95,0.00,0.67,0.00,21.97
2405,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2406,1,3.29,0.00,0.04,0.00,0.96,0.00,0.67,0.00,19.86
2407,1,16.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,99.73
2408,1,1.22,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.36
2409,1,0.57,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.45
2410,1,1.47,0.02,0.00,0.02,1.00,0.00,0.67,0.00,9.35
2411,1,0.95,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.72
2412,1,0.25,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.53
2413,1,2.04,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.31
2414,1,2.52,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.21
2415,1,0.45,0.00,0.14,0.00,0.86,0.00,0.67,0.00,2.74
2416,1,9.75,0.00,0.02,0.00,0.98,0.00,0.67,0.00,58.87
2417,1,3.88,0.00,0.02,0.00,0.98,0.00,0.67,0.00,23.41
2418,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2419,1,1.20,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.23
2420,1,0.37,0.00,0.22,0.00,0.78,0.00,0.67,0.00,2.25
2421,1,0.74,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.46
2422,1,1.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.97
2423,1,9.49,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.30
2424,1,4.00,0.00,0.09,0.00,0.91,0.00,0.67,0.00,24.15
2425,1,9.37,0.00,0.02,0.00,0.98,0.00,0.67,0.00,56.56
2426,1,10.35,0.00,0.02,0.00,0.98,0.00,0.67,0.00,62.48
2427,1,1.40,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.43
2428,1,3.04,0.00,0.05,0.00,0.95,0.00,0.67,0.00,18.35
2429,1,1.26,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.61
2430,1,9.53,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.57
2431,1,0.47,0.00,0.14,0.00,0.86,0.00,0.67,0.00,2.84
2432,1,2.13,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.86
2433,1,0.60,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.59
2434,1,0.25,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.50
2435,1,0.65,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.94
2436,1,1.02,0.00,0.25,0.00,0.75,0.00,0.67,0.00,6.18
2437,1,1.11,0.00,0.09,0.00,0.91,0.00,0.67,0.00,6.70
2438,1,0.25,0.00,0.04,0.00,0.96,0.00,0.67,0.00,1.51
2439,1,0.51,0.02,0.00,0.02,1.00,0.00,0.67,0.00,3.43
2440,1,0.72,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.34
2441,1,0.27,0.00,0.28,0.00,0.72,0.00,0.67,0.00,1.64
2442,1,0.83,0.00,0.17,0.00,0.83,0.00,0.67,0.00,5.02
2443,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2444,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2445,1,1.05,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.36
2446,1,2.01,0.00,0.11,0.00,0.89,0.00,0.67,0.00,12.13
2447,1,1.09,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.61
2448,1,0.81,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.89
2449,1,0.55,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.32
2450,1,0.64,0.00,0.25,0.00,0.75,0.00,0.67,0.00,3.86
2451,1,0.14,0.00,0.04,0.00,0.96,0.00,0.67,0.00,0.84
2452,1,0.32,0.02,0.00,0.02,1.00,0.00,0.67,0.00,2.28
2453,1,16.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.24
2454,1,1.14,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.86
2455,1,2.34,0.00,0.17,0.00,0.83,0.00,0.67,0.00,14.14
2456,1,0.42,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.51
2457,1,1.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.94
2458,1,2.15,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.99
2459,1,10.73,0.00,0.02,0.00,0.98,0.00,0.67,0.00,64.82
2460,1,8.85,0.00,0.02,0.00,0.98,0.00,0.67,0.00,53.44
2461,1,9.92,0.00,0.02,0.00,0.98,0.00,0.67,0.00,59.91
2462,1,1.50,1.50,0.05,0.00,0.95,0.00,0.67,0.00,10.85
2463,1,0.58,0.01,0.00,0.01,1.00,0.00,0.67,0.00,3.77
2464,1,1.75,0.25,0.03,0.06,0.97,0.00,0.67,0.00,11.91
2465,1,11.66,0.00,0.02,0.00,0.98,0.00,0.67,0.00,70.42
2466,1,2.51,0.00,0.08,0.00,0.92,0.00,0.67,0.00,15.16
2467,1,1.31,0.04,0.00,0.04,1.00,0.00,0.67,0.00,8.80
2468,1,0.84,0.04,0.00,0.04,1.00,0.00,0.67,0.00,6.06
2469,1,0.91,0.06,0.01,0.06,0.99,0.00,0.67,0.00,6.72
2470,1,2.22,0.00,0.04,0.00,0.96,0.00,0.67,0.00,13.42
2471,1,2.39,0.08,0.00,0.08,1.00,0.00,0.67,0.00,16.17
2472,1,0.50,0.00,0.28,0.00,0.72,0.00,0.67,0.00,3.04
2473,1,0.86,0.01,0.00,0.01,1.00,0.00,0.67,0.00,5.51
2474,1,3.00,0.02,0.00,0.02,1.00,0.00,0.67,0.00,18.58
2475,1,1.54,0.00,0.05,0.00,0.95,0.00,0.67,0.00,9.32
2476,1,9.31,0.00,0.02,0.00,0.98,0.00,0.67,0.00,56.19
2477,1,1.91,0.00,0.10,0.00,0.90,0.00,0.67,0.00,11.51
2478,1,2.44,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.74
